"unique_id","citation_context","citation_class_label"
"D12-1027_12","Finally , we experiment with a method for combining phrase tables proposed in ( @@CITATION@@ ; Nakov and Ng , 2012 ) .","USES"
"W14-1815_15","Our work is more similar to NLG work that concentrates on structural constraints such as generative poetry ( Greene et al. , 2010 ) ( Colton et al. , 2012 ) ( Jiang and Zhou , 2008 ) or song lyrics ( @@CITATION@@ ) ( Ramakrishnan A et al. , 2009 ) , where specified meter or rhyme schemes are enforced .","COMPARES_CONTRASTS"
"J09-4010_44","For the cases where retrieval took place , we used F-score ( van Rijsbergen 1979 ; @@CITATION@@ ) to determine the similarity between the response from the top-ranked document and the real response ( the formulas for F-score and its contributing factors , recall and precision , appear in Section 4.2 ) .","USES"
"J03-3004_9","These translations gave rise to a number of automatically constructed linguistic resources : ( 1 ) the original ( source , target ) phrasal translation pairs , ( 2 ) the marker lexicon , ( 3 ) the gen11 Thanks are due to one of the anonymous reviewers for pointing out that our wEBMT system , seeded with input from multiple translation systems , with a postvalidation process via the Web ( amounting to an n-gram target language model ) , in effect forms a multiengine MT system as described by @@CITATION@@ , Frederking et al. ( 1994 ) , and Hogan and Frederking ( 1998 ) .","COMPARES_CONTRASTS"
"D11-1138_6","This includes work on generalized expectation ( Mann and McCallum , 2010 ) , posterior regularization ( Ganchev et al. , 2010 ) and constraint driven learning ( Chang et al. , 2007 ; @@CITATION@@ ) .","BACKGROUND"
"W06-3813_2","The list , a synthesis of a number of relation lists cited in the literature , has been designed to be general , domainindependent ( @@CITATION@@a ) .","MOTIVATION"
"J05-3003_54","Unlike our approach , those of @@CITATION@@ and Hockenmaier , Bierner , and Baldridge ( 2004 ) include a substantial initial correction and clean-up of the Penn-II trees .","COMPARES_CONTRASTS"
"N01-1006_12","2The algorithm was implemented by the the authors , following the description in @@CITATION@@ .","USES"
"W14-1815_10","Our motivation for generation of material for language education exists in work such as Sumita et al. ( 2005 ) and @@CITATION@@ , which deal with automatic generation of classic fill in the blank questions .","MOTIVATION"
"D09-1056_8","In most recent research , NEs ( person , location and organisations ) are extracted from the text and used as a source of evidence to calculate the similarity between documents - see for instance ( @@CITATION@@ ; Chen and Martin , 2007 ; Popescu and Magnini , 2007 ; Kalashnikov et al. , 2007 ) .","BACKGROUND"
"J10-3007_28","Many researchers use the GIZA + + software package ( @@CITATION@@ ) as a black box , selecting IBM Model 4 as a compromise between alignment quality and efficiency .","BACKGROUND"
"D13-1115_22","Some works abstract perception via the usage of symbolic logic representations ( @@CITATION@@ ; Chen and Mooney , 2011 ; Matuszek et al. , 2012 ; Artzi and Zettlemoyer , 2013 ) , while others choose to employ concepts elicited from psycholinguistic and cognition studies .","BACKGROUND"
"P97-1063_1","Over the past decade , researchers at IBM have developed a series of increasingly sophisticated statistical models for machine translation ( Brown et al. , 1988 ; @@CITATION@@ ; Brown et al. , 1993a ) .","BACKGROUND"
"J06-2002_47","One area of current interest concerns the left-to-right arrangement of premodifying adjectives within an NP ( e.g. , @@CITATION@@ ; Malouf 2000 ) .","BACKGROUND"
"P97-1063_12","Models of translational equivalence that are ignorant of indirect associations have `` a tendency ... to be confused by collocates '' ( @@CITATION@@ ) .","BACKGROUND"
"N12-1010_17","Note that although our feature set was drawn primarily from our prior uncertainty detection experiments ( Forbes-Riley and Litman , 2011a ; @@CITATION@@ ) , we have also experimented with other features , including state-of-theart acoustic-prosodic features used in the last Interspeech Challenges ( Schuller et al. , 2010 ; Schuller et al. , 2009b ) and made freely available in the openSMILE Toolkit ( Florian et al. , 2010 ) .","EXTENDS"
"K15-1002_2","For this mention-pair coreference model Ï ( u , v ) , we use the same set of features used in @@CITATION@@ .","USES"
"E03-1005_49","Compared to the reranking technique in @@CITATION@@ , who obtained an LP of 89.9 % and an LR of 89.6 % , our results show a 9 % relative error rate reduction .","COMPARES_CONTRASTS"
"N01-1006_10","The paper compares and contrasts the training time needed and performance achieved by our modified learner with two other systems : a standard transformation-based learner , and the ICA system ( @@CITATION@@ ) .","COMPARES_CONTRASTS"
"W06-1639_14","There has also been work focused upon determining the political leaning ( e.g. , `` liberal '' vs. `` conservative '' ) of a document or author , where most previously-proposed methods make no direct use of relationships between the documents to be classified ( the `` unlabeled '' texts ) ( Laver et al. , 2003 ; @@CITATION@@ ; Mullen and Malouf , 2006 ) .","BACKGROUND"
"N04-2004_10","It projects a functional head , voice ( @@CITATION@@ ) , whose specifier is the external argument .","BACKGROUND"
"P00-1004_8","Finite state transducers , which can be learned from bilingual corpora , have been proposed for automatic translation ( Amengual et al. , 2000 ) , as have been bilingual stochastic grammars ( @@CITATION@@ ) .","BACKGROUND"
"W06-2933_0","This is noticeable for German ( Brants et al. , 2002 ) and Portuguese ( @@CITATION@@ ) , which still have high overall accuracy thanks to very high attachment scores , but much more conspicuous for Czech ( B Â¨ ohmov Â´ a et al. , 2003 ) , Dutch ( van der Beek et al. , 2002 ) and Slovene ( DËzeroski et al. , 2006 ) , where root precision drops more drastically to about 69 % , 71 % and 41 % , respectively , and root recall is also affected negatively .","COMPARES_CONTRASTS"
"J06-2002_21","3 The degree of precision of the measurement ( @@CITATION@@ , Section 1.5 ) determines which objects can be described by the GRE algorithm , since it determines which objects count as having the same size .","BACKGROUND"
"W03-0806_2","There have already been several attempts to develop distributed NLP systems for dialogue systems ( @@CITATION@@ ) and speech recognition ( Hacioglu and Pellom , 2003 ) .","BACKGROUND"
"P97-1063_26","Table look-up using an explicit translation lexicon is sufficient and preferable for many multilingual NLP applications , including `` crummy '' MT on the World Wide Web ( Church & Hovy , 1993 ) , certain machine-assisted translation tools ( e.g. ( @@CITATION@@ ; Melamed , 1996b ) ) , concordancing for bilingual lexicography ( Catizone et al. , 1993 ; Gale & Church , 1991 ) , computerassisted language learning , corpus linguistics ( Melby .","BACKGROUND"
"A00-1020_4","SWIZZLE is a multilingual enhancement of COCKTAIL ( @@CITATION@@ ) , a coreference resolution system that operates on a mixture of heuristics that combine semantic and textual cohesive information ' .","EXTENDS"
"W00-1312_0","( Davis and Ogden , 1997 ; @@CITATION@@ ; Hull and ( 3refenstette , 1996 ) .","COMPARES_CONTRASTS"
"J97-4003_48","de URL : http://www.sfs.nphil.uni-tuebingen.de/sfb / b4home.html 1 This is , for example , the case for all proposals working with verbal lexical entries that raise the arguments of a verbal complement ( Hinrichs and Nakazawa 1989 ) that also use lexical rules such as the Complement Extraction Lexical Rule ( @@CITATION@@ ) or the Complement Cliticization Lexical Rule ( Miller and Sag 1993 ) to operate on those raised elements .","BACKGROUND"
"J03-3004_11","@@CITATION@@ attempt to translate technical terms using word relation matrices , although the resource from which such relations are derived is a pair of nonparallel corpora .","BACKGROUND"
"N04-2004_7","The system is in the form of an agenda-driven chart-based parser whose foundation is similar to previous formalizations of Chomsky 's Minimalist Program ( Stabler , 1997 ; @@CITATION@@ ; Niyogi , 2001 ) .","COMPARES_CONTRASTS"
"A00-1024_4","Each component will return a confidence measure of the reliability of its prediction , c.f. ( @@CITATION@@ ) .","MOTIVATION"
"K15-1002_1","In fact , most of the features3 implemented in existing coreference resolution systems rely solely on mention heads ( @@CITATION@@ ) .","BACKGROUND"
"J86-1002_14","The problem of handling ill-formed input has been studied by Carbonell and Hayes ( 1983 ) , @@CITATION@@ , Jensen et al. ( 1983 ) , Kwasny and Sondheimer ( 1981 ) , Riesbeck and Schank ( 1976 ) , Thompson ( 1980 ) , Weischedel and Black ( 1980 ) , and Weischedel and Sondheimer ( 1983 ) .","COMPARES_CONTRASTS"
"D09-1056_10","In most recent research , NEs ( person , location and organisations ) are extracted from the text and used as a source of evidence to calculate the similarity between documents - see for instance ( Blume , 2005 ; @@CITATION@@ ; Popescu and Magnini , 2007 ; Kalashnikov et al. , 2007 ) .","BACKGROUND"
"J97-4003_5","This conception of lexical rules thus can be understood as underlying the computational approach that treats lexical rules as unary phrase structure rules as , for example , adopted in the LKB system ( @@CITATION@@ ) .","BACKGROUND"
"J00-2003_26","Typical letter-to-sound rule sets are those described by Ainsworth ( 1973 ) , McIlroy ( 1973 ) , Elovitz et al. ( 1976 ) , Hurmicutt ( 1976 ) , and @@CITATION@@ .","BACKGROUND"
"W06-3309_28","@@CITATION@@ describe an efficient algorithm ( of linear complexity in the number of training sentences ) for computing the LDA transform matrix , which entails computing the withinand between-covariance matrices of the classes , and using Singular Value Decomposition ( SVD ) to compute the eigenvectors of the new space .","USES"
"J13-1008_19","For better comparison with work of others , we adopt the suggestion made by @@CITATION@@ to evaluate the parsing quality on sentences up to 70 tokens long .","USES"
"J04-3001_15","Some examples include text categorization ( @@CITATION@@ ) , base noun phrase chunking ( Ngai and Yarowsky 2000 ) , part-of-speech tagging ( Engelson Dagan 1996 ) , spelling confusion set disambiguation ( Banko and Brill 2001 ) , and word sense disambiguation ( Fujii et al. 1998 ) .","BACKGROUND"
"Q13-1020_10","Differently , @@CITATION@@ designed a sampler to infer an STSG by fixing the tree structure and exploring the space of alignment .","MOTIVATION"
"D13-1115_41","They use a Bag of Visual Words ( BoVW ) model ( @@CITATION@@ ) to create a bimodal vocabulary describing documents .","BACKGROUND"
"J91-2003_40","W. @@CITATION@@ discussed sentences of the form * This is a chair but you can sit on it .","BACKGROUND"
"P97-1063_20","This imbalance foils thresholding strategies , clever as they might be ( @@CITATION@@ ; Wu & Xia , 1994 ; Chen , 1996 ) .","BACKGROUND"
