,Model,Precision,Recall,F1-Score,Accuracy,Method,System_Prompt,Query_Template,Examples_Method,Temperature
1198,LLAMA3.2_3B,0.6124,0.6425,0.6238,0.6454,few-shot,1,1,1,0.0
1199,PHI3_MEDIUM,0.6463,0.6135,0.6238,0.7623,few-shot,2,2,1,0.2
1200,PHI3_MEDIUM,0.6205,0.635,0.6237,0.6814,few-shot,1,1,2,0.2
1201,LLAMA3,0.6209,0.6571,0.6236,0.648,zero-shot,2,2,,1.0
1202,PHI3_MEDIUM,0.6726,0.7183,0.6235,0.6238,one-shot,1,2,2,1.0
1203,LLAMA3.1,0.6916,0.6008,0.6235,0.6851,zero-shot,1,1,,0.5
1204,PHI3.5_MINI,0.6425,0.6937,0.6235,0.6355,one-shot,2,2,1,0.0
1205,PHI3.5_MINI,0.6412,0.6656,0.6235,0.6475,zero-shot,2,2,,1.0
1206,LLAMA3.2_3B,0.6175,0.6367,0.6233,0.655,few-shot,3,1,1,0.5
1207,PHI3.5_MINI,0.6327,0.6378,0.6233,0.665,many-shot,2,2,2,1.0
1208,LLAMA3,0.6311,0.7215,0.6226,0.6287,few-shot,1,1,1,0.0
1209,LLAMA3,0.6481,0.7342,0.6225,0.6303,one-shot,2,2,1,0.0
1210,LLAMA3.1,0.6426,0.703,0.6224,0.6292,one-shot,2,2,2,0.5
1211,PHI3.5_MINI,0.6178,0.6347,0.6221,0.6566,many-shot,1,1,2,1.0
1212,LLAMA3,0.6337,0.6792,0.6219,0.6093,one-shot,3,1,2,0.5
1213,LLAMA3,0.6223,0.6589,0.6219,0.647,zero-shot,2,2,,0.5
1214,GEMMA2-2B,0.6178,0.6774,0.6219,0.6415,many-shot,1,2,1,1.0
1215,GEMMA2-2B,0.6251,0.6885,0.6218,0.6357,many-shot,2,2,1,0.0
1216,PHI3.5_MINI,0.6349,0.675,0.6216,0.6419,few-shot,1,2,1,0.0
1217,PHI3.5_MINI,0.6565,0.6038,0.6213,0.6991,many-shot,3,2,1,1.0
1218,MISTRAL_NEMO,0.624,0.6188,0.621,0.6676,one-shot,1,1,1,1.0
1219,PHI3.5_MINI,0.6151,0.6355,0.6209,0.6537,many-shot,2,1,2,0.0
1220,LLAMA3.2_3B,0.6089,0.6407,0.6208,0.6432,few-shot,1,1,1,0.2
1221,LLAMA3,0.6481,0.7347,0.6207,0.6282,one-shot,2,2,1,0.2
1222,PHI3.5_MINI,0.6146,0.6359,0.6206,0.6528,many-shot,2,1,2,0.2
1223,LLAMA3.1,0.6426,0.7009,0.6206,0.6276,one-shot,2,2,2,0.2
1224,LLAMA3.1,0.6108,0.6342,0.6206,0.6466,many-shot,1,1,1,0.5
1225,LLAMA3.1,0.6469,0.6927,0.6205,0.6292,one-shot,1,2,2,1.0
1226,MISTRAL_NEMO,0.6972,0.593,0.6203,0.7007,zero-shot,3,2,,1.0
1227,GEMMA2-2B,0.6245,0.6859,0.6203,0.6351,many-shot,2,2,1,0.5
1228,PHI3.5_MINI,0.6302,0.62,0.6202,0.6712,many-shot,1,1,1,1.0
1229,LLAMA3.1,0.6635,0.6203,0.6201,0.6276,one-shot,2,1,2,0.2
1230,MISTRAL_NEMO,0.6458,0.6138,0.6201,0.6744,one-shot,2,1,2,0.5
1231,LLAMA3.1,0.6394,0.7003,0.6199,0.6265,one-shot,2,2,2,1.0
1232,PHI3.5_MINI,0.6343,0.6744,0.6197,0.6388,few-shot,1,2,1,0.2
1233,LLAMA3.1,0.6312,0.7175,0.6197,0.6276,few-shot,2,2,1,0.2
1234,LLAMA3.2_3B,0.611,0.6617,0.6197,0.6411,many-shot,3,1,1,0.0
1235,GEMMA2-2B,0.6349,0.6618,0.6196,0.6394,many-shot,1,2,2,1.0
1236,MISTRAL_NEMO,0.6322,0.6232,0.6195,0.6645,one-shot,1,1,2,1.0
1237,PHI3_MEDIUM,0.6325,0.611,0.6194,0.6814,many-shot,1,1,2,0.5
1238,LLAMA3,0.6436,0.7308,0.6194,0.6271,one-shot,2,2,1,0.5
1239,LLAMA3,0.6286,0.6747,0.6193,0.6067,one-shot,3,1,2,1.0
1240,GEMMA2-2B,0.6226,0.6857,0.619,0.633,many-shot,2,2,1,0.2
1241,LLAMA3.1,0.6318,0.7167,0.6189,0.6271,few-shot,2,2,1,0.0
1242,PHI3.5_MINI,0.6301,0.6606,0.6188,0.6443,zero-shot,2,1,,0.2
1243,PHI3.5_MINI,0.6298,0.6622,0.618,0.6421,zero-shot,2,1,,0.5
1244,LLAMA3,0.6253,0.716,0.6173,0.6228,few-shot,1,1,1,0.5
1245,GEMMA2-2B,0.6166,0.6594,0.6173,0.6362,few-shot,3,2,1,0.0
1246,LLAMA3.2_3B,0.6088,0.6584,0.617,0.6384,many-shot,3,1,1,0.2
1247,PHI3_MEDIUM,0.6656,0.7189,0.6169,0.6173,one-shot,1,2,2,0.0
1248,PHI3_MEDIUM,0.6656,0.7189,0.6169,0.6173,one-shot,2,2,2,0.0
1249,LLAMA3.1,0.6621,0.6167,0.6168,0.6249,one-shot,2,1,2,0.0
1250,LLAMA3,0.6255,0.7151,0.6168,0.6228,few-shot,1,1,1,0.2
1251,LLAMA3,0.6205,0.6166,0.6168,0.6362,zero-shot,1,1,,1.0
1252,LLAMA3,0.612,0.6887,0.6167,0.6104,many-shot,3,1,1,0.0
1253,PHI3_MEDIUM,0.6668,0.721,0.6167,0.6172,one-shot,1,2,2,0.2
1254,PHI3_MEDIUM,0.6692,0.7188,0.6164,0.6163,one-shot,1,2,2,0.5
1255,PHI3.5_MINI,0.6268,0.6586,0.6161,0.6411,zero-shot,2,1,,0.0
1256,LLAMA3.2_3B,0.6096,0.6274,0.616,0.6459,one-shot,3,1,2,0.5
1257,PHI3.5_MINI,0.6289,0.6685,0.6151,0.6358,few-shot,1,2,1,1.0
1258,GEMMA2-2B,0.6054,0.66,0.6149,0.6373,one-shot,1,2,1,1.0
1259,PHI3_MEDIUM,0.6666,0.7188,0.6147,0.6141,one-shot,2,2,2,0.2
1260,LLAMA3.1,0.6181,0.6667,0.6143,0.6336,one-shot,2,2,1,1.0
1261,LLAMA3.1,0.604,0.6751,0.6142,0.6239,few-shot,2,1,1,1.0
1262,PHI3.5_MINI,0.6299,0.67,0.6142,0.635,few-shot,1,2,1,0.5
1263,PHI3.5_MINI,0.6158,0.6202,0.6141,0.6591,many-shot,2,1,1,1.0
1264,PHI3_MEDIUM,0.6753,0.7257,0.6139,0.6122,many-shot,2,2,2,0.2
1265,PHI3.5_MINI,0.6074,0.6316,0.6139,0.6452,many-shot,2,1,2,0.5
1266,GEMMA2-2B,0.6128,0.6571,0.6139,0.6323,few-shot,3,2,1,0.5
1267,LLAMA3.1,0.6086,0.6713,0.6138,0.6283,few-shot,3,2,1,0.5
1268,GEMMA2-2B,0.6129,0.6568,0.613,0.6308,few-shot,3,2,1,0.2
1269,LLAMA3,0.6387,0.721,0.6128,0.6201,many-shot,3,2,1,1.0
1270,GEMMA2-2B,0.612,0.6578,0.6125,0.6282,few-shot,3,2,1,1.0
1271,PHI3_MEDIUM,0.6744,0.724,0.6122,0.6104,many-shot,2,2,2,0.0
1272,PHI3_MEDIUM,0.6744,0.724,0.6122,0.6104,many-shot,1,2,2,0.0
1273,PHI3_MEDIUM,0.6757,0.7212,0.612,0.6101,many-shot,1,2,2,0.2
1274,PHI3.5_MINI,0.6065,0.6271,0.612,0.6446,many-shot,2,1,2,1.0
1275,PHI3_MEDIUM,0.6225,0.6046,0.6119,0.6767,many-shot,2,1,2,0.5
1276,LLAMA3,0.6365,0.7192,0.6119,0.619,many-shot,3,2,1,0.5
1277,LLAMA3.2_3B,0.6009,0.63,0.6119,0.6373,few-shot,1,1,1,0.5
1278,LLAMA3,0.6205,0.7053,0.6113,0.6185,few-shot,1,1,1,1.0
1279,LLAMA3,0.6033,0.6819,0.6108,0.6067,many-shot,3,1,1,0.5
1280,PHI3_MEDIUM,0.658,0.7038,0.6108,0.6115,one-shot,2,2,2,1.0
1281,LLAMA3.1,0.6218,0.6064,0.6108,0.6764,many-shot,3,2,1,1.0
1282,LLAMA3.2_3B,0.6033,0.6529,0.6099,0.6325,many-shot,3,1,1,0.5
1283,PHI3_MEDIUM,0.6249,0.6008,0.6096,0.7418,zero-shot,2,2,,0.5
1284,PHI3_MEDIUM,0.6617,0.7114,0.6095,0.6088,one-shot,2,2,2,0.5
1285,GEMMA2-2B,0.6169,0.6921,0.6087,0.6206,one-shot,1,2,2,0.2
1286,LLAMA3,0.6366,0.7187,0.6084,0.6158,many-shot,3,2,1,0.0
1287,PHI3_MEDIUM,0.6403,0.5971,0.6083,0.7753,one-shot,1,2,1,0.2
1288,LLAMA3.1,0.6024,0.6421,0.6082,0.6308,one-shot,1,1,1,1.0
1289,GEMMA2-2B,0.6173,0.694,0.6081,0.6196,one-shot,1,2,2,0.0
1290,PHI3_MEDIUM,0.6371,0.5952,0.608,0.723,zero-shot,1,2,,0.5
1291,GEMMA2-2B,0.6179,0.6951,0.6079,0.6185,one-shot,1,2,2,0.5
1292,LLAMA3,0.6383,0.7229,0.6076,0.6158,one-shot,2,2,1,1.0
1293,LLAMA3.2_3B,0.6391,0.6272,0.6071,0.6566,zero-shot,3,2,,0.0
1294,LLAMA3,0.6354,0.7183,0.607,0.6142,many-shot,3,2,1,0.2
1295,LLAMA3.1,0.5977,0.6194,0.6067,0.6319,many-shot,2,1,1,0.2
1296,PHI3.5_MINI,0.6193,0.6925,0.6067,0.6118,one-shot,2,1,1,1.0
1297,LLAMA3,0.5936,0.6719,0.6065,0.6083,few-shot,3,1,1,1.0
1298,LLAMA3.2_3B,0.6264,0.6608,0.6056,0.6163,many-shot,2,2,2,0.0
1299,LLAMA3.1,0.591,0.6585,0.6055,0.6147,few-shot,3,1,1,0.0
1300,LLAMA3,0.6021,0.6766,0.6051,0.5981,many-shot,3,1,1,0.2
1301,PHI3.5_MINI,0.618,0.6486,0.6051,0.6303,zero-shot,2,1,,1.0
1302,PHI3_MEDIUM,0.6678,0.7112,0.6048,0.6023,many-shot,1,2,2,0.5
1303,LLAMA3,0.6477,0.5837,0.6048,0.6631,zero-shot,3,1,,0.0
1304,PHI3_MEDIUM,0.6262,0.5939,0.6046,0.7299,few-shot,2,2,1,0.5
1305,LLAMA3.2_3B,0.6367,0.6263,0.6045,0.6534,zero-shot,3,2,,0.2
1306,LLAMA3.2_3B,0.6016,0.6183,0.6042,0.64,few-shot,3,1,1,1.0
1307,PHI3.5_MINI,0.621,0.6732,0.604,0.6128,few-shot,1,1,1,0.0
1308,GEMMA2-2B,0.6024,0.6767,0.6039,0.6136,one-shot,3,2,2,1.0
1309,PHI3.5_MINI,0.6202,0.6708,0.6039,0.6134,few-shot,1,1,1,0.2
1310,MISTRAL_NEMO,0.6247,0.5993,0.6038,0.6599,one-shot,2,1,2,1.0
1311,LLAMA3,0.6017,0.6385,0.6038,0.6051,zero-shot,2,1,,0.2
1312,GEMMA2-2B,0.6024,0.6799,0.6035,0.612,one-shot,3,2,2,0.0
1313,LLAMA3.2_3B,0.5928,0.632,0.6029,0.6196,few-shot,2,1,1,0.2
1314,LLAMA3.1,0.5882,0.6585,0.6028,0.6104,few-shot,3,1,1,0.2
1315,LLAMA3.2_3B,0.624,0.6579,0.6028,0.6131,many-shot,2,2,2,0.2
1316,PHI3_MEDIUM,0.6086,0.6921,0.6022,0.7702,one-shot,2,1,2,0.2
1317,LLAMA3,0.6447,0.5812,0.6019,0.6609,zero-shot,3,1,,0.2
1318,GEMMA2-2B,0.6012,0.6789,0.6019,0.6104,one-shot,3,2,2,0.2
1319,PHI3.5_MINI,0.6138,0.6863,0.6018,0.607,one-shot,2,1,1,0.2
1320,LLAMA3.2_3B,0.5925,0.6312,0.6017,0.6185,few-shot,2,1,1,0.0
1321,PHI3_MEDIUM,0.6652,0.7098,0.6017,0.6001,many-shot,2,2,2,0.5
1322,PHI3_MEDIUM,0.6649,0.713,0.6015,0.5997,few-shot,2,2,2,0.2
1323,LLAMA3.1,0.6417,0.6023,0.6014,0.6153,one-shot,2,1,2,0.5
1324,PHI3_MEDIUM,0.6097,0.6819,0.6012,0.7736,one-shot,1,1,2,0.2
1325,PHI3_MEDIUM,0.6682,0.7126,0.6012,0.5988,few-shot,2,2,2,0.0
1326,PHI3_MEDIUM,0.6682,0.7126,0.6012,0.5988,few-shot,1,2,2,0.0
1327,LLAMA3,0.5986,0.6359,0.6006,0.6013,zero-shot,2,1,,0.5
1328,LLAMA3,0.5993,0.6344,0.6003,0.6024,zero-shot,2,1,,0.0
1329,PHI3_MEDIUM,0.6635,0.7058,0.6002,0.5977,few-shot,2,2,2,0.5
1330,LLAMA3.1,0.5902,0.634,0.6001,0.6315,many-shot,2,2,1,1.0
1331,PHI3_MEDIUM,0.8263,0.6467,0.6,0.7404,few-shot,2,1,1,0.2
1332,LLAMA3.1,0.6454,0.586,0.5999,0.6588,zero-shot,1,1,,1.0
1333,LLAMA3.1,0.632,0.6035,0.5997,0.6179,one-shot,2,1,2,1.0
1334,PHI3.5_MINI,0.6219,0.6103,0.5996,0.6492,many-shot,2,2,1,0.0
1335,LLAMA3.2_3B,0.6209,0.6551,0.5996,0.6099,many-shot,2,2,2,0.5
1336,GEMMA2-2B,0.5993,0.6662,0.5996,0.6169,one-shot,2,2,1,0.0
1337,PHI3.5_MINI,0.6247,0.6691,0.5995,0.6105,few-shot,2,2,1,0.0
1338,PHI3.5_MINI,0.6139,0.6838,0.5995,0.6048,one-shot,2,1,1,0.5
1339,GEMMA2-2B,0.5982,0.6743,0.5995,0.6093,one-shot,3,2,2,0.5
1340,PHI3_MEDIUM,0.6143,0.5927,0.5995,0.7963,zero-shot,2,2,,0.2
1341,PHI3.5_MINI,0.6184,0.6661,0.5993,0.6086,few-shot,1,1,1,0.5
1342,PHI3_MEDIUM,0.6044,0.6379,0.5991,0.7415,one-shot,1,1,2,0.5
1343,PHI3.5_MINI,0.6234,0.6708,0.5991,0.6096,few-shot,2,2,1,1.0
1344,LLAMA3.1,0.603,0.6228,0.599,0.6314,one-shot,3,1,1,0.0
1345,PHI3_MEDIUM,0.6613,0.6999,0.599,0.5966,many-shot,2,2,2,1.0
1346,PHI3_MEDIUM,0.5947,0.6131,0.599,0.646,few-shot,1,1,2,0.5
1347,PHI3.5_MINI,0.613,0.6841,0.599,0.6042,one-shot,2,1,1,0.0
1348,GEMMA2-2B,0.6071,0.6656,0.5989,0.6127,many-shot,2,2,1,1.0
1349,LLAMA3.2_3B,0.5932,0.6589,0.5989,0.612,many-shot,1,1,1,0.0
1350,LLAMA3.2_3B,0.593,0.6584,0.5988,0.612,many-shot,1,1,1,0.2
1351,PHI3.5_MINI,0.6337,0.6797,0.5986,0.6018,few-shot,2,2,2,0.5
1352,LLAMA3,0.5901,0.6716,0.5985,0.5927,many-shot,3,1,1,1.0
1353,PHI3_MEDIUM,0.6104,0.5998,0.5985,0.7211,few-shot,1,2,1,0.5
1354,GEMMA2-2B,0.6129,0.6922,0.5984,0.6088,few-shot,1,2,1,0.5
1355,LLAMA3.1,0.6148,0.7004,0.5982,0.611,few-shot,1,2,1,0.5
1356,PHI3.5_MINI,0.6203,0.6959,0.5981,0.6027,one-shot,1,1,1,0.5
1357,PHI3.5_MINI,0.6209,0.6093,0.5981,0.6494,many-shot,2,2,1,0.2
1358,PHI3.5_MINI,0.6213,0.6655,0.598,0.6095,few-shot,2,2,1,0.5
1359,PHI3.5_MINI,0.6224,0.6655,0.5979,0.6098,few-shot,2,2,1,0.2
1360,GEMMA2-2B,0.6572,0.5937,0.5979,0.6543,zero-shot,2,2,,0.0
1361,GEMMA2-2B,0.6116,0.6872,0.5979,0.6083,one-shot,1,2,2,1.0
1362,GEMMA2-2B,0.6558,0.5919,0.5974,0.6565,zero-shot,2,2,,0.5
1363,PHI3.5_MINI,0.6199,0.6679,0.5974,0.6062,few-shot,1,1,1,1.0
1364,PHI3.5_MINI,0.6337,0.677,0.5971,0.6002,few-shot,2,2,2,0.0
1365,LLAMA3.1,0.589,0.6682,0.597,0.6027,few-shot,1,1,1,1.0
1366,LLAMA3.2_3B,0.5871,0.6124,0.5968,0.6185,few-shot,1,1,1,1.0
1367,GEMMA2-2B,0.611,0.6883,0.5968,0.6072,few-shot,1,2,1,0.0
1368,LLAMA3.2_3B,0.5883,0.611,0.5967,0.6239,one-shot,3,1,2,1.0
1369,PHI3.5_MINI,0.6198,0.6892,0.5965,0.601,one-shot,1,1,1,1.0
1370,LLAMA3.2_3B,0.5925,0.6474,0.5963,0.6045,one-shot,1,1,2,0.5
1371,GEMMA2-2B,0.5975,0.6646,0.5962,0.6131,one-shot,2,2,1,0.2
1372,GEMMA2-2B,0.61,0.6867,0.596,0.6061,few-shot,1,2,1,0.2
1373,PHI3.5_MINI,0.6363,0.679,0.5959,0.5981,few-shot,1,2,2,0.2
1374,PHI3.5_MINI,0.6331,0.6748,0.5958,0.5986,few-shot,2,2,2,0.2
1375,PHI3.5_MINI,0.6212,0.5957,0.5957,0.6569,many-shot,1,2,1,0.0
1376,LLAMA3.1,0.5918,0.601,0.5957,0.6287,zero-shot,2,1,,1.0
1377,PHI3.5_MINI,0.6173,0.6901,0.5955,0.6002,one-shot,1,1,1,0.0
1378,LLAMA3.1,0.6044,0.6875,0.5955,0.6024,few-shot,2,2,1,0.5
1379,PHI3_MEDIUM,0.66,0.7049,0.595,0.5929,few-shot,1,2,2,0.5
1380,PHI3_MEDIUM,0.6638,0.7067,0.595,0.5928,few-shot,1,2,2,0.2
1381,PHI3_MEDIUM,0.6595,0.7016,0.5949,0.5925,few-shot,1,2,2,1.0
1382,PHI3.5_MINI,0.6164,0.6885,0.5946,0.5981,one-shot,1,1,1,0.2
1383,LLAMA3.2_3B,0.5894,0.6389,0.5945,0.6238,many-shot,2,2,1,0.0
1384,GEMMA2-2B,0.593,0.6633,0.5944,0.6093,one-shot,2,2,1,1.0
1385,PHI3.5_MINI,0.6354,0.6775,0.5942,0.5959,few-shot,1,2,2,0.0
1386,LLAMA3.2_3B,0.5889,0.655,0.5941,0.6067,many-shot,1,1,1,0.5
1387,LLAMA3.2_3B,0.6109,0.6521,0.594,0.604,many-shot,2,2,2,1.0
1388,PHI3.5_MINI,0.6172,0.6048,0.5939,0.645,many-shot,2,2,1,0.5
1389,GEMMA2-2B,0.6544,0.5884,0.5939,0.6527,zero-shot,2,2,,0.2
1390,LLAMA3.1,0.5842,0.6285,0.5938,0.6362,many-shot,1,2,1,1.0
1391,LLAMA3.2_3B,0.5843,0.6267,0.5938,0.6115,one-shot,3,1,1,0.5
1392,PHI3_MEDIUM,0.6583,0.6932,0.5936,0.5919,many-shot,1,2,2,1.0
1393,PHI3_MEDIUM,0.6159,0.5865,0.5935,0.7902,many-shot,2,2,1,0.2
1394,LLAMA3.2_3B,0.5881,0.6358,0.5934,0.625,many-shot,2,2,1,0.5
1395,LLAMA3.2_3B,0.588,0.6432,0.5934,0.6008,one-shot,1,1,2,0.2
1396,PHI3.5_MINI,0.6309,0.6725,0.5934,0.596,few-shot,2,2,2,1.0
1397,LLAMA3,0.6069,0.6868,0.5932,0.5943,many-shot,1,1,1,0.0
1398,PHI3.5_MINI,0.6202,0.593,0.5932,0.6561,many-shot,1,2,1,0.2
1399,PHI3.5_MINI,0.6167,0.601,0.593,0.645,many-shot,2,2,1,1.0
1400,GEMMA2-2B,0.6068,0.6863,0.593,0.6025,few-shot,1,2,1,1.0
1401,LLAMA3.2_3B,0.5895,0.6351,0.5929,0.6174,many-shot,3,1,1,1.0
1402,PHI3_MEDIUM,0.6507,0.6923,0.5923,0.5902,few-shot,2,2,2,1.0
1403,LLAMA3.1,0.5796,0.6526,0.5921,0.5997,few-shot,3,1,1,0.5
1404,LLAMA3.1,0.5852,0.6491,0.592,0.6061,few-shot,3,2,1,1.0
1405,LLAMA3.2_3B,0.631,0.6552,0.592,0.5975,many-shot,1,2,2,0.2
1406,LLAMA3.2_3B,0.6291,0.6548,0.5919,0.5981,many-shot,1,2,2,0.5
1407,PHI3.5_MINI,0.6182,0.5889,0.5915,0.654,many-shot,1,2,1,1.0
1408,PHI3_MEDIUM,0.6098,0.581,0.5915,0.6925,one-shot,1,2,1,0.5
1409,LLAMA3.2_3B,0.5823,0.6198,0.5914,0.6083,one-shot,3,1,1,0.2
1410,LLAMA3.2_3B,0.5858,0.6323,0.5914,0.6131,many-shot,2,1,1,0.0
1411,PHI3.5_MINI,0.5972,0.6751,0.5909,0.6003,few-shot,1,1,2,1.0
1412,LLAMA3,0.6072,0.685,0.5909,0.5943,many-shot,1,1,1,0.2
1413,PHI3.5_MINI,0.6315,0.6745,0.5907,0.5925,few-shot,1,2,2,1.0
1414,GEMMA2-2B,0.5901,0.658,0.5902,0.6061,one-shot,2,2,1,0.5
1415,PHI3_MEDIUM,0.6745,0.6401,0.59,0.7576,few-shot,1,1,1,0.2
1416,LLAMA3,0.602,0.6785,0.5899,0.5911,many-shot,1,1,1,0.5
1417,LLAMA3.1,0.5969,0.6135,0.5897,0.6255,one-shot,3,1,1,0.2
1418,LLAMA3.1,0.5785,0.6084,0.5893,0.6142,many-shot,2,1,1,0.5
1419,PHI3.5_MINI,0.6304,0.672,0.5892,0.5905,few-shot,1,2,2,0.5
1420,LLAMA3,0.622,0.5714,0.5891,0.6416,zero-shot,3,1,,0.5
1421,LLAMA3.2_3B,0.6303,0.6497,0.5891,0.5948,many-shot,1,2,2,0.0
1422,PHI3_MEDIUM,0.5875,0.6015,0.5882,0.6422,few-shot,2,1,2,0.5
1423,PHI3_MEDIUM,0.6,0.6836,0.588,0.768,one-shot,1,1,2,0.0
1424,PHI3_MEDIUM,0.6,0.6836,0.588,0.768,one-shot,2,1,2,0.0
1425,LLAMA3.2_3B,0.5825,0.631,0.5879,0.6178,many-shot,2,2,1,0.2
1426,MISTRAL_NEMO,0.5927,0.6292,0.5877,0.6126,zero-shot,2,1,,1.0
1427,PHI3.5_MINI,0.5925,0.6717,0.5873,0.5959,few-shot,1,1,2,0.0
1428,GEMMA2-2B,0.5907,0.6188,0.587,0.5932,one-shot,3,1,1,0.5
1429,GEMMA2-2B,0.5919,0.6209,0.587,0.5905,one-shot,3,1,1,0.2
1430,LLAMA3.2_3B,0.5769,0.6148,0.5864,0.6024,one-shot,3,1,1,0.0
1431,LLAMA3.2_3B,0.581,0.6268,0.5863,0.6077,many-shot,2,1,1,0.2
1432,PHI3.5_MINI,0.5901,0.6691,0.5854,0.5946,few-shot,1,1,2,0.5
1433,MISTRAL_NEMO,0.7946,0.5538,0.5854,0.691,one-shot,3,1,2,0.2
1434,LLAMA3.2_3B,0.5805,0.6348,0.5854,0.5948,one-shot,1,1,2,0.0
1435,LLAMA3.1,0.5947,0.6109,0.5853,0.6233,one-shot,3,1,1,0.5
1436,LLAMA3.2_3B,0.6135,0.6068,0.5846,0.6323,zero-shot,3,2,,0.5
1437,LLAMA3.1,0.5877,0.6559,0.5846,0.6009,one-shot,1,2,1,1.0
1438,LLAMA3.2_3B,0.5919,0.5865,0.5845,0.6407,many-shot,2,1,2,0.0
1439,LLAMA3,0.6266,0.7062,0.5845,0.5954,few-shot,2,2,1,0.5
1440,PHI3.5_MINI,0.6035,0.666,0.5842,0.5894,few-shot,2,1,1,0.2
1441,GEMMA2-2B,0.6424,0.5788,0.5842,0.6448,zero-shot,2,2,,1.0
1442,PHI3.5_MINI,0.6136,0.5821,0.5841,0.6477,many-shot,1,2,1,0.5
1443,LLAMA3.2_3B,0.5736,0.6162,0.5833,0.5997,few-shot,2,1,1,0.5
1444,LLAMA3.2_3B,0.5914,0.6658,0.5832,0.5927,zero-shot,1,2,,0.0
1445,GEMMA2-2B,0.5866,0.6168,0.5832,0.5873,one-shot,3,1,1,0.0
1446,LLAMA3.2_3B,0.6145,0.6692,0.5831,0.5862,one-shot,1,2,2,0.0
1447,LLAMA3,0.6375,0.6998,0.5828,0.5846,many-shot,1,2,1,0.0
1448,MISTRAL_NEMO,0.7877,0.5518,0.5824,0.6926,one-shot,3,1,2,0.0
1449,LLAMA3,0.637,0.6992,0.5823,0.5842,many-shot,1,2,1,0.2
1450,LLAMA3,0.6139,0.5657,0.5821,0.6319,zero-shot,3,1,,1.0
1451,MISTRAL_NEMO,0.579,0.6218,0.5821,0.6083,zero-shot,1,1,,1.0
1452,PHI3.5_MINI,0.6013,0.6631,0.5818,0.587,few-shot,2,1,1,0.0
1453,PHI3.5_MINI,0.5865,0.6649,0.5815,0.5898,few-shot,1,1,2,0.2
1454,GEMMA2-2B,0.5997,0.6782,0.5814,0.5927,few-shot,2,2,1,0.5
1455,LLAMA3,0.6211,0.7027,0.5814,0.5911,few-shot,2,2,1,0.0
1456,LLAMA3,0.6217,0.7023,0.5799,0.59,few-shot,2,2,1,0.2
1457,PHI3.5_MINI,0.6027,0.6625,0.5797,0.5841,few-shot,2,1,1,0.5
1458,LLAMA3.2_3B,0.5747,0.6305,0.5794,0.5965,many-shot,1,1,1,1.0
1459,GEMMA2-2B,0.5858,0.6627,0.5794,0.5879,zero-shot,1,1,,0.5
1460,LLAMA3,0.5732,0.6158,0.5793,0.5803,zero-shot,2,1,,1.0
1461,LLAMA3.2_3B,0.5735,0.618,0.5792,0.6013,many-shot,2,1,1,0.5
1462,LLAMA3.2_3B,0.6338,0.5716,0.5791,0.6426,many-shot,1,1,2,0.0
1463,PHI3_MEDIUM,0.5874,0.6591,0.5789,0.717,one-shot,2,1,2,0.5
1464,LLAMA3.2_3B,0.6129,0.6684,0.5788,0.5809,one-shot,1,2,2,0.2
1465,LLAMA3.2_3B,0.6085,0.6654,0.5784,0.5798,few-shot,2,2,2,0.0
1466,LLAMA3.2_3B,0.5845,0.5817,0.578,0.6352,many-shot,2,1,2,0.2
1467,GEMMA2-2B,0.5961,0.6755,0.578,0.5889,few-shot,2,2,1,1.0
1468,GEMMA2-2B,0.5692,0.6163,0.5775,0.59,zero-shot,3,1,,0.0
1469,GEMMA2-2B,0.5949,0.6714,0.5772,0.5889,few-shot,2,2,1,0.2
1470,LLAMA3,0.6355,0.7144,0.5771,0.5857,one-shot,2,2,2,0.5
1471,LLAMA3.1,0.5657,0.5998,0.577,0.6058,many-shot,1,1,1,1.0
1472,LLAMA3,0.6215,0.7018,0.577,0.5873,few-shot,2,2,1,1.0
1473,PHI3.5_MINI,0.601,0.6598,0.577,0.5812,few-shot,2,1,1,1.0
1474,LLAMA3,0.6403,0.7172,0.5767,0.5861,one-shot,1,2,2,0.5
1475,GEMMA2-2B,0.5964,0.6741,0.5765,0.5879,few-shot,2,2,1,0.0
1476,GEMMA2-2B,0.5821,0.6537,0.5765,0.5852,zero-shot,2,1,,0.2
1477,LLAMA3,0.6304,0.6954,0.5759,0.5766,many-shot,1,2,1,0.5
1478,PHI3_MEDIUM,0.8245,0.6235,0.5759,0.7396,zero-shot,2,1,,0.2
1479,LLAMA3,0.584,0.663,0.5759,0.5798,many-shot,1,1,1,1.0
1480,GEMMA2-2B,0.582,0.6518,0.5756,0.5846,zero-shot,2,1,,0.0
1481,LLAMA3,0.6365,0.7134,0.5753,0.5842,one-shot,1,2,2,0.0
1482,LLAMA3.2_3B,0.5856,0.6562,0.5752,0.5857,zero-shot,1,2,,0.2
1483,LLAMA3,0.6327,0.7096,0.5749,0.5841,one-shot,2,2,2,1.0
1484,LLAMA3.2_3B,0.6017,0.6614,0.5748,0.5782,one-shot,1,2,2,1.0
1485,LLAMA3,0.6241,0.6937,0.5746,0.578,many-shot,1,2,1,1.0
1486,GEMMA2-2B,0.5664,0.6128,0.5744,0.5873,zero-shot,3,1,,0.2
1487,LLAMA3.2_3B,0.6053,0.6628,0.5744,0.5771,one-shot,1,2,2,0.5
1488,GEMMA2-2B,0.5658,0.6101,0.5742,0.5879,zero-shot,3,1,,0.5
