,Model,Precision,Recall,F1-Score,Accuracy,Method,System_Prompt,Query_Template,Examples_Method,Temperature
1194,QWEN2,0.4493,0.3516,0.254,0.2158,many-shot,2,1,1,0.2
1195,MISTRAL_NEMO,0.3504,0.2282,0.2534,0.3237,one-shot,2,1,2,1.0
1196,MISTRAL_NEMO,0.4438,0.223,0.2533,0.482,zero-shot,1,2,,0.2
1197,MISTRAL_NEMO,0.444,0.2215,0.2532,0.4892,zero-shot,1,2,,0.0
1198,QWEN2,0.4689,0.3533,0.2532,0.2086,many-shot,1,1,1,0.2
1199,LLAMA3.2_3B,0.5041,0.2988,0.253,0.1942,few-shot,1,1,1,0.5
1200,GEMMA2-2B,0.3006,0.2439,0.253,0.3453,zero-shot,3,1,,0.2
1201,QWEN2,0.4594,0.2889,0.2529,0.2374,many-shot,2,1,1,1.0
1202,MISTRAL_NEMO,0.3903,0.2729,0.2525,0.3525,many-shot,2,2,2,0.5
1203,MISTRAL_NEMO,0.3491,0.3736,0.2524,0.2806,few-shot,1,1,2,0.5
1204,PHI3.5_MINI,0.3367,0.2384,0.2524,0.3237,zero-shot,3,1,,0.0
1205,PHI3.5_MINI,0.3734,0.2671,0.2524,0.2374,few-shot,2,1,1,0.2
1206,LLAMA3,0.4509,0.1942,0.2524,0.295,few-shot,3,1,2,0.5
1207,LLAMA3.1,0.3376,0.2836,0.2524,0.259,many-shot,2,2,1,0.0
1208,PHI3.5_MINI,0.476,0.2712,0.2522,0.3525,zero-shot,1,2,,0.2
1209,QWEN2,0.4486,0.3355,0.2521,0.2302,many-shot,2,1,2,0.0
1210,LLAMA3,0.4015,0.3879,0.2519,0.3309,few-shot,1,1,1,0.2
1211,PHI3.5_MINI,0.3718,0.2651,0.2519,0.2302,few-shot,2,1,1,0.0
1212,LLAMA3.2_3B,0.53,0.3391,0.2519,0.1942,few-shot,2,1,1,0.2
1213,LLAMA3.1,0.4175,0.2893,0.2517,0.2878,many-shot,2,2,1,0.5
1214,PHI3_MEDIUM,0.3256,0.3627,0.2516,0.295,few-shot,2,1,2,0.5
1215,LLAMA3.2_3B,0.5761,0.3217,0.2514,0.1942,few-shot,1,1,1,0.2
1216,QWEN2,0.4294,0.3058,0.2513,0.2302,one-shot,1,1,1,0.0
1217,QWEN2,0.3239,0.2539,0.251,0.2878,zero-shot,2,1,,1.0
1218,GEMMA2-2B,0.3278,0.2202,0.2509,0.446,few-shot,3,2,1,1.0
1219,LLAMA3.2_3B,0.2678,0.248,0.2508,0.446,few-shot,2,1,2,0.5
1220,LLAMA3,0.3581,0.3486,0.2506,0.3237,few-shot,1,1,1,0.5
1221,PHI3.5_MINI,0.3644,0.2651,0.2503,0.2302,few-shot,1,1,1,1.0
1222,QWEN2,0.4272,0.2792,0.2501,0.2302,one-shot,1,1,1,0.2
1223,MISTRAL_NEMO,0.3705,0.3163,0.2495,0.3094,few-shot,2,2,2,0.5
1224,QWEN2,0.3412,0.2827,0.249,0.2878,zero-shot,1,1,,1.0
1225,PHI3_MEDIUM,0.3307,0.3919,0.2489,0.2374,few-shot,1,1,2,0.2
1226,GEMMA2-2B,0.3764,0.2669,0.2489,0.3022,few-shot,2,1,2,0.2
1227,LLAMA3,0.3194,0.2677,0.2488,0.3453,few-shot,3,1,1,1.0
1228,LLAMA3.1,0.4695,0.1718,0.2486,0.2302,one-shot,1,2,1,1.0
1229,LLAMA3.2_3B,0.2648,0.3778,0.2485,0.3237,one-shot,1,2,1,1.0
1230,LLAMA3.2_3B,0.3081,0.2503,0.2484,0.4676,few-shot,1,1,2,0.0
1231,LLAMA3,0.3906,0.2992,0.2484,0.3237,few-shot,2,1,1,1.0
1232,PHI3.5_MINI,0.2846,0.289,0.248,0.3165,one-shot,3,1,1,0.5
1233,LLAMA3.2_3B,0.3294,0.2703,0.2479,0.2302,zero-shot,3,2,,0.0
1234,LLAMA3.1,0.3139,0.3184,0.2477,0.3525,many-shot,2,1,1,0.2
1235,LLAMA3,0.4724,0.2681,0.2473,0.259,one-shot,1,1,1,0.2
1236,GEMMA2-2B,0.2871,0.3221,0.2472,0.3309,few-shot,2,1,1,0.0
1237,QWEN2,0.5796,0.2704,0.2472,0.2302,one-shot,1,1,2,0.2
1238,GEMMA2-2B,0.3051,0.3313,0.2471,0.3094,one-shot,1,1,2,0.0
1239,PHI3.5_MINI,0.4362,0.235,0.2465,0.2374,few-shot,1,2,1,0.2
1240,PHI3.5_MINI,0.3478,0.2619,0.2462,0.2878,many-shot,3,1,1,1.0
1241,QWEN2,0.3068,0.2588,0.2462,0.2806,zero-shot,2,1,,0.2
1242,MISTRAL_NEMO,0.351,0.3608,0.2461,0.2878,many-shot,3,1,2,0.0
1243,MISTRAL_NEMO,0.6564,0.2843,0.2461,0.3094,one-shot,1,1,1,0.0
1244,MISTRAL_NEMO,0.3004,0.2896,0.2461,0.3453,zero-shot,2,1,,0.0
1245,LLAMA3.2_1B,0.2851,0.3284,0.246,0.3381,many-shot,3,2,2,0.5
1246,PHI3.5_MINI,0.3553,0.2195,0.2456,0.3094,one-shot,1,2,1,0.5
1247,LLAMA3,0.3481,0.2414,0.2454,0.4245,zero-shot,3,2,,1.0
1248,GEMMA2-2B,0.2795,0.2658,0.2452,0.3309,zero-shot,3,1,,0.5
1249,LLAMA3,0.3017,0.3293,0.245,0.3597,few-shot,1,1,1,1.0
1250,GEMMA2-2B,0.2767,0.2646,0.2448,0.3813,one-shot,3,1,2,0.2
1251,LLAMA3,0.342,0.2627,0.2448,0.3669,one-shot,2,2,1,0.5
1252,LLAMA3.2_3B,0.3374,0.2837,0.2446,0.2662,many-shot,2,2,1,0.2
1253,QWEN2,0.3086,0.2639,0.2444,0.3094,few-shot,2,1,2,1.0
1254,LLAMA3,0.3337,0.3112,0.2444,0.2518,one-shot,3,1,1,1.0
1255,LLAMA3.2_1B,0.2282,0.3938,0.2442,0.3741,many-shot,2,1,2,0.0
1256,PHI3.5_MINI,0.4235,0.2335,0.2435,0.2446,few-shot,1,2,1,0.0
1257,GEMMA2-2B,0.2807,0.3049,0.2432,0.3094,zero-shot,1,1,,0.0
1258,LLAMA3.2_3B,0.2608,0.267,0.2422,0.3957,many-shot,2,1,2,0.2
1259,MISTRAL_NEMO,0.2485,0.309,0.2421,0.2806,many-shot,2,1,2,0.2
1260,GEMMA2-2B,0.339,0.2777,0.2421,0.3237,one-shot,3,2,1,0.5
1261,LLAMA3.2_3B,0.31,0.2406,0.2419,0.446,few-shot,1,1,2,0.2
1262,LLAMA3.2_3B,0.3003,0.2225,0.2419,0.4029,zero-shot,1,1,,0.0
1263,LLAMA3.2_3B,0.3085,0.2349,0.2414,0.2518,zero-shot,3,2,,0.2
1264,GEMMA2-2B,0.3316,0.2811,0.241,0.3094,one-shot,3,2,1,0.0
1265,MISTRAL_NEMO,0.1862,0.3528,0.2406,0.2518,few-shot,2,1,2,0.0
1266,GEMMA2-2B,0.2682,0.2629,0.2405,0.3885,one-shot,3,1,2,0.0
1267,GEMMA2-2B,0.3259,0.2178,0.2401,0.2662,one-shot,2,2,2,0.0
1268,LLAMA3.1,0.4497,0.2007,0.2399,0.1583,one-shot,1,2,1,0.2
1269,MISTRAL_NEMO,0.2953,0.263,0.2398,0.3453,zero-shot,2,1,,0.2
1270,LLAMA3,0.4625,0.2477,0.2397,0.2518,one-shot,1,1,1,0.0
1271,LLAMA3.1,0.3048,0.2756,0.2397,0.3669,zero-shot,2,1,,1.0
1272,LLAMA3,0.3444,0.2665,0.2394,0.3813,one-shot,1,2,1,0.5
1273,GEMMA2-2B,0.3583,0.2588,0.2394,0.3022,few-shot,2,1,2,0.5
1274,LLAMA3,0.4025,0.3746,0.2392,0.3094,few-shot,1,1,1,0.0
1275,LLAMA3.2_3B,0.3533,0.2157,0.2387,0.3597,many-shot,1,1,2,1.0
1276,GEMMA2-2B,0.2649,0.3014,0.2383,0.3094,zero-shot,1,1,,1.0
1277,LLAMA3.1,0.3074,0.2511,0.2382,0.4173,few-shot,2,1,1,0.0
1278,LLAMA3,0.4021,0.2226,0.2381,0.1942,one-shot,3,2,2,0.5
1279,MISTRAL_NEMO,0.3906,0.2856,0.238,0.3453,zero-shot,3,1,,0.5
1280,QWEN2,0.4081,0.3303,0.2379,0.1942,few-shot,2,1,1,0.2
1281,PHI3.5_MINI,0.3027,0.231,0.2379,0.3669,zero-shot,2,1,,0.0
1282,LLAMA3,0.3036,0.2586,0.2373,0.3597,zero-shot,2,1,,1.0
1283,PHI3.5_MINI,0.3395,0.2467,0.2371,0.2302,few-shot,1,1,1,0.2
1284,GEMMA2-2B,0.2909,0.221,0.237,0.2878,one-shot,2,2,2,1.0
1285,LLAMA3.2_3B,0.2894,0.3343,0.2367,0.3022,one-shot,3,1,1,0.5
1286,LLAMA3,0.4555,0.246,0.2366,0.259,one-shot,1,1,1,0.5
1287,LLAMA3,0.3461,0.2245,0.2364,0.2878,one-shot,2,1,2,1.0
1288,LLAMA3.2_3B,0.4282,0.2995,0.2361,0.2086,few-shot,2,1,1,0.5
1289,GEMMA2-2B,0.2739,0.3131,0.2359,0.3165,few-shot,2,1,1,0.5
1290,LLAMA3,0.3471,0.3291,0.2355,0.295,few-shot,2,1,1,0.2
1291,GEMMA2-2B,0.2565,0.3049,0.2354,0.3094,zero-shot,1,1,,0.2
1292,LLAMA3.1,0.3032,0.2993,0.2352,0.3669,many-shot,2,1,1,0.0
1293,LLAMA3,0.3275,0.3239,0.2347,0.2302,one-shot,3,2,1,0.5
1294,GEMMA2-2B,0.2853,0.2229,0.2347,0.4676,few-shot,3,2,1,0.5
1295,QWEN2,0.4287,0.3342,0.2344,0.2086,many-shot,1,1,1,1.0
1296,PHI3.5_MINI,0.3022,0.227,0.2342,0.3525,zero-shot,2,1,,0.2
1297,GEMMA2-2B,0.2487,0.2809,0.2342,0.3309,zero-shot,2,1,,0.2
1298,LLAMA3,0.3249,0.2968,0.234,0.3022,one-shot,3,2,1,1.0
1299,PHI3_MEDIUM,0.3792,0.3453,0.2336,0.2806,many-shot,3,1,2,0.2
1300,LLAMA3.1,0.2957,0.337,0.2333,0.3094,many-shot,3,1,1,0.2
1301,PHI3.5_MINI,0.2732,0.2773,0.2331,0.2878,one-shot,3,1,1,1.0
1302,PHI3_MEDIUM,0.3494,0.3262,0.2331,0.295,many-shot,2,1,2,0.5
1303,PHI3.5_MINI,0.3005,0.2235,0.2331,0.3525,zero-shot,2,1,,0.5
1304,MISTRAL_NEMO,0.177,0.3492,0.2331,0.259,few-shot,1,1,2,0.0
1305,GEMMA2-2B,0.2897,0.2916,0.233,0.295,one-shot,1,1,2,0.5
1306,PHI3.5_MINI,0.3395,0.2447,0.233,0.223,few-shot,1,1,1,0.0
1307,PHI3_MEDIUM,0.2602,0.2699,0.2328,0.3237,many-shot,3,2,2,1.0
1308,PHI3.5_MINI,0.3366,0.2427,0.2327,0.2158,few-shot,1,1,1,0.5
1309,PHI3.5_MINI,0.3177,0.2631,0.2323,0.223,few-shot,2,1,1,0.5
1310,PHI3_MEDIUM,0.2906,0.3622,0.2319,0.2446,few-shot,1,1,2,1.0
1311,MISTRAL_NEMO,0.3963,0.2285,0.2318,0.4317,zero-shot,1,2,,1.0
1312,LLAMA3,0.3658,0.2342,0.2318,0.2302,one-shot,2,2,2,0.5
1313,PHI3.5_MINI,0.3126,0.2578,0.2314,0.2158,few-shot,1,1,2,0.0
1314,LLAMA3.1,0.277,0.2703,0.2308,0.3165,many-shot,2,1,1,0.5
1315,LLAMA3.1,0.4106,0.193,0.2306,0.1439,one-shot,1,2,1,0.0
1316,PHI3.5_MINI,0.3961,0.2009,0.2306,0.2158,many-shot,1,1,1,0.2
1317,GEMMA2-2B,0.2583,0.2743,0.2302,0.295,zero-shot,1,1,,0.5
1318,LLAMA3.2_3B,0.2699,0.2945,0.2301,0.518,few-shot,3,1,2,0.0
1319,PHI3_MEDIUM,0.338,0.3658,0.2297,0.2734,many-shot,1,1,2,0.2
1320,MISTRAL_NEMO,0.2968,0.2782,0.2292,0.2806,zero-shot,2,1,,1.0
1321,LLAMA3.2_3B,0.2569,0.2519,0.2291,0.3813,many-shot,2,1,2,0.0
1322,LLAMA3.2_3B,0.2913,0.2055,0.229,0.3669,zero-shot,1,1,,0.2
1323,LLAMA3.2_3B,0.3003,0.2702,0.2289,0.4676,few-shot,3,1,2,0.5
1324,LLAMA3.1,0.2797,0.337,0.2288,0.3094,many-shot,3,1,1,0.0
1325,GEMMA2-2B,0.4578,0.2139,0.2287,0.5252,few-shot,1,2,1,0.2
1326,LLAMA3.2_1B,0.407,0.2826,0.2286,0.3741,many-shot,3,2,2,0.0
1327,MISTRAL_NEMO,0.3772,0.2054,0.2284,0.4245,zero-shot,3,2,,1.0
1328,QWEN2,0.4058,0.3119,0.2283,0.1942,few-shot,2,1,1,0.0
1329,QWEN2,0.4058,0.2643,0.2283,0.2302,one-shot,1,1,1,0.5
1330,PHI3.5_MINI,0.3035,0.2596,0.2277,0.223,few-shot,2,1,1,1.0
1331,PHI3.5_MINI,0.3907,0.2168,0.2272,0.2158,many-shot,1,1,1,0.5
1332,GEMMA2-2B,0.5286,0.2142,0.2266,0.5396,few-shot,2,2,2,0.5
1333,GEMMA2-2B,0.3431,0.2856,0.2265,0.3381,few-shot,1,1,1,1.0
1334,LLAMA3.2_3B,0.2447,0.2865,0.2265,0.4892,few-shot,3,1,2,0.2
1335,GEMMA2-2B,0.2854,0.2559,0.2262,0.2806,one-shot,1,1,2,0.2
1336,GEMMA2-2B,0.2678,0.3422,0.2256,0.3094,few-shot,3,1,1,0.0
1337,PHI3_MEDIUM,0.2992,0.3336,0.2256,0.2086,few-shot,3,1,2,0.5
1338,GEMMA2-2B,0.2685,0.3422,0.2253,0.3094,few-shot,3,1,1,0.2
1339,LLAMA3.1,0.2743,0.2503,0.2252,0.3309,few-shot,1,1,1,1.0
1340,PHI3.5_MINI,0.3794,0.1972,0.2249,0.2158,many-shot,1,1,1,0.0
1341,QWEN2,0.3188,0.2357,0.2246,0.2806,zero-shot,2,1,,0.0
1342,MISTRAL_NEMO,0.3217,0.3057,0.2245,0.3381,one-shot,1,1,2,1.0
1343,LLAMA3,0.3773,0.2144,0.2245,0.2302,one-shot,2,2,2,0.2
1344,LLAMA3,0.3256,0.3251,0.2241,0.2806,few-shot,2,1,1,0.0
1345,PHI3_MEDIUM,0.3802,0.3211,0.2239,0.259,many-shot,2,1,2,0.2
1346,MISTRAL_NEMO,0.4525,0.2663,0.2238,0.518,many-shot,3,1,1,0.0
1347,QWEN2,0.3181,0.2337,0.2237,0.2734,zero-shot,2,1,,0.5
1348,MISTRAL_NEMO,0.3319,0.332,0.2231,0.2446,few-shot,1,1,2,0.2
1349,MISTRAL_NEMO,0.3542,0.2828,0.223,0.5036,many-shot,3,1,1,0.5
1350,GEMMA2-2B,0.3217,0.2178,0.2229,0.4964,few-shot,2,2,2,1.0
1351,PHI3.5_MINI,0.2952,0.2085,0.2212,0.3237,zero-shot,2,1,,1.0
1352,MISTRAL_NEMO,0.3113,0.2606,0.221,0.3453,zero-shot,1,1,,0.5
1353,MISTRAL_NEMO,0.3287,0.3483,0.221,0.2734,many-shot,3,1,2,0.2
1354,LLAMA3.2_3B,0.1995,0.315,0.2204,0.4173,few-shot,3,1,2,1.0
1355,QWEN2,0.5835,0.2707,0.2203,0.2302,one-shot,1,1,2,0.5
1356,MISTRAL_NEMO,0.3169,0.2586,0.2199,0.3381,zero-shot,1,1,,0.0
1357,LLAMA3.1,0.2404,0.217,0.2198,0.3957,zero-shot,1,1,,1.0
1358,LLAMA3.2_3B,0.2373,0.2222,0.2196,0.446,one-shot,3,1,2,1.0
1359,LLAMA3.1,0.2644,0.2773,0.2194,0.3525,many-shot,3,1,1,0.5
1360,MISTRAL_NEMO,0.217,0.3028,0.2191,0.2446,many-shot,1,1,2,0.2
1361,LLAMA3,0.4559,0.2434,0.219,0.2086,one-shot,2,1,1,0.2
1362,LLAMA3,0.3981,0.2434,0.219,0.2086,one-shot,2,1,1,0.0
1363,GEMMA2-2B,0.276,0.3063,0.2189,0.3165,few-shot,3,1,1,0.5
1364,LLAMA3.2_3B,0.2358,0.2221,0.2186,0.3669,few-shot,1,1,2,1.0
1365,PHI3.5_MINI,0.3091,0.2266,0.2186,0.3022,few-shot,1,2,1,1.0
1366,MISTRAL_NEMO,0.5347,0.323,0.2185,0.1511,many-shot,1,1,1,0.0
1367,LLAMA3.2_3B,0.2415,0.2766,0.2183,0.295,few-shot,3,1,1,1.0
1368,MISTRAL_NEMO,0.3105,0.2566,0.2181,0.3309,zero-shot,1,1,,0.2
1369,LLAMA3.2_3B,0.2641,0.2905,0.2178,0.2878,one-shot,3,1,1,0.0
1370,MISTRAL_NEMO,0.3819,0.2388,0.2174,0.3094,zero-shot,3,1,,0.2
1371,LLAMA3.2_1B,0.2815,0.2482,0.2172,0.259,few-shot,3,2,2,0.5
1372,MISTRAL_NEMO,0.3649,0.1833,0.2167,0.3165,zero-shot,3,1,,1.0
1373,LLAMA3,0.45,0.1578,0.2164,0.1079,few-shot,1,2,2,0.5
1374,LLAMA3.2_1B,0.2434,0.3029,0.2156,0.2518,many-shot,3,2,2,1.0
1375,MISTRAL_NEMO,0.743,0.296,0.2148,0.1511,many-shot,2,1,1,0.2
1376,LLAMA3,0.3584,0.2553,0.2145,0.2086,one-shot,2,1,1,0.5
1377,LLAMA3.2_3B,0.2346,0.2027,0.214,0.3237,many-shot,2,1,2,1.0
1378,PHI3.5_MINI,0.3766,0.2318,0.2132,0.1871,many-shot,2,1,1,0.0
1379,MISTRAL_NEMO,0.3697,0.2324,0.2131,0.3022,zero-shot,3,1,,0.0
1380,PHI3_MEDIUM,0.2884,0.3392,0.2128,0.223,many-shot,1,1,2,0.5
1381,QWEN2,0.4403,0.3135,0.2126,0.1871,many-shot,1,1,1,0.0
1382,LLAMA3,0.3419,0.2362,0.2121,0.223,one-shot,2,1,1,1.0
1383,LLAMA3,0.488,0.1701,0.212,0.1439,one-shot,1,2,2,0.5
1384,MISTRAL_NEMO,0.7417,0.2937,0.2112,0.1439,many-shot,2,1,1,0.0
1385,LLAMA3,0.3597,0.3147,0.2111,0.2806,few-shot,2,1,1,0.5
1386,MISTRAL_NEMO,0.336,0.238,0.211,0.3957,many-shot,3,1,1,1.0
1387,LLAMA3.2_1B,0.2216,0.2886,0.2109,0.3525,many-shot,3,2,2,0.2
1388,GEMMA2-2B,0.3305,0.2229,0.2105,0.5468,few-shot,2,2,1,0.2
1389,PHI3.5_MINI,0.2853,0.2479,0.2099,0.3165,many-shot,2,2,1,1.0
1390,PHI3_MEDIUM,0.2526,0.3067,0.2097,0.3094,many-shot,2,1,2,1.0
1391,PHI3.5_MINI,0.3493,0.184,0.2096,0.1942,many-shot,1,1,1,1.0
1392,LLAMA3.2_1B,0.4362,0.2743,0.2093,0.2662,few-shot,3,2,2,0.0
1393,GEMMA2-2B,0.2982,0.2633,0.2092,0.2014,one-shot,2,1,1,0.0
1394,GEMMA2-2B,0.2512,0.214,0.2087,0.3453,one-shot,3,1,2,1.0
1395,GEMMA2-2B,0.2085,0.2782,0.2087,0.2806,zero-shot,2,1,,1.0
1396,GEMMA2-2B,0.2215,0.2604,0.2086,0.3237,zero-shot,2,1,,0.0
1397,LLAMA3.2_3B,0.2626,0.2031,0.2086,0.2302,zero-shot,3,2,,1.0
1398,QWEN2,0.3678,0.2501,0.2085,0.2374,one-shot,2,1,2,0.5
1399,GEMMA2-2B,0.2854,0.1905,0.2085,0.2734,one-shot,2,1,2,0.0
1400,LLAMA3.2_1B,0.2335,0.3067,0.2083,0.3597,few-shot,2,1,2,0.2
1401,GEMMA2-2B,0.2254,0.283,0.2081,0.3094,zero-shot,2,1,,0.5
1402,LLAMA3.2_3B,0.3484,0.2708,0.2079,0.3094,one-shot,3,2,1,0.2
1403,PHI3.5_MINI,0.3486,0.2296,0.2073,0.1799,many-shot,2,1,1,0.5
1404,LLAMA3.2_1B,0.3286,0.248,0.2071,0.2806,few-shot,3,2,2,0.2
1405,MISTRAL_NEMO,0.1533,0.3574,0.2065,0.2158,many-shot,3,1,2,0.5
1406,LLAMA3.2_3B,0.3598,0.2539,0.2059,0.1871,few-shot,1,1,1,1.0
1407,MISTRAL_NEMO,0.281,0.2201,0.2057,0.2806,many-shot,2,2,2,1.0
1408,LLAMA3,0.4239,0.183,0.2055,0.2158,few-shot,2,2,1,1.0
1409,MISTRAL_NEMO,0.2963,0.2476,0.2054,0.3237,zero-shot,1,1,,1.0
1410,PHI3.5_MINI,0.3639,0.2261,0.205,0.1799,many-shot,2,1,1,0.2
1411,GEMMA2-2B,0.2838,0.1882,0.205,0.2662,one-shot,2,1,2,0.2
1412,LLAMA3.2_3B,0.2187,0.2217,0.2046,0.3525,many-shot,2,1,2,0.5
1413,MISTRAL_NEMO,0.2953,0.3285,0.2045,0.2374,few-shot,2,1,2,1.0
1414,GEMMA2-2B,0.2784,0.1902,0.2037,0.259,one-shot,2,1,2,0.5
1415,PHI3_MEDIUM,0.2596,0.2791,0.2032,0.2374,few-shot,1,1,2,0.5
1416,MISTRAL_NEMO,0.2665,0.247,0.2031,0.3094,few-shot,3,1,2,1.0
1417,QWEN2,0.4533,0.2935,0.2028,0.2086,few-shot,2,1,1,1.0
1418,LLAMA3.1,0.2127,0.2618,0.2025,0.3022,many-shot,2,1,1,1.0
1419,GEMMA2-2B,0.2968,0.2612,0.2025,0.1942,one-shot,2,1,1,0.5
1420,MISTRAL_NEMO,0.2101,0.2692,0.2019,0.2662,many-shot,2,1,2,0.0
1421,LLAMA3.2_3B,0.2869,0.229,0.2018,0.1871,many-shot,2,2,1,0.5
1422,QWEN2,0.4304,0.2986,0.2018,0.1871,many-shot,1,1,1,0.5
1423,MISTRAL_NEMO,0.1761,0.2981,0.2015,0.2374,many-shot,1,1,2,0.5
1424,QWEN2,0.3116,0.26,0.2014,0.2302,many-shot,1,1,2,1.0
1425,LLAMA3.2_3B,0.3665,0.2144,0.2,0.5108,zero-shot,3,1,,0.5
1426,PHI3_MEDIUM,0.2736,0.296,0.2,0.2446,few-shot,3,1,2,1.0
1427,LLAMA3.2_3B,0.2353,0.2202,0.1999,0.2662,zero-shot,1,2,,1.0
1428,LLAMA3,0.3153,0.258,0.1999,0.2158,one-shot,1,1,1,1.0
1429,GEMMA2-2B,0.2908,0.2871,0.1994,0.2302,one-shot,1,1,1,1.0
1430,LLAMA3.2_3B,0.364,0.2878,0.1994,0.2374,many-shot,1,1,1,0.5
1431,LLAMA3.2_1B,0.1706,0.3488,0.1982,0.3309,many-shot,2,1,2,0.2
1432,LLAMA3,0.481,0.1432,0.1981,0.1295,one-shot,1,2,2,0.0
1433,LLAMA3.2_3B,0.3935,0.2741,0.1974,0.2158,few-shot,2,1,1,1.0
1434,LLAMA3,0.4719,0.1432,0.1966,0.1295,one-shot,1,2,2,0.2
1435,LLAMA3.2_1B,0.2806,0.2955,0.1961,0.295,few-shot,2,2,2,0.5
1436,MISTRAL_NEMO,0.2052,0.2492,0.1957,0.2446,many-shot,1,1,2,0.0
1437,LLAMA3.2_3B,0.2565,0.1795,0.194,0.3813,zero-shot,2,1,,0.5
1438,MISTRAL_NEMO,0.2911,0.3519,0.1937,0.2374,many-shot,1,1,1,1.0
1439,QWEN2,0.3178,0.2529,0.1929,0.2302,one-shot,2,1,1,0.0
1440,LLAMA3.2_1B,0.1791,0.3322,0.1928,0.3094,many-shot,1,1,2,0.2
1441,LLAMA3.1,0.2135,0.2229,0.1923,0.2806,many-shot,3,1,1,1.0
1442,MISTRAL_NEMO,0.2907,0.2701,0.1917,0.2446,few-shot,2,1,2,0.5
1443,GEMMA2-2B,0.2372,0.1923,0.1908,0.2662,one-shot,2,1,2,1.0
1444,LLAMA3.2_3B,0.2763,0.2222,0.1903,0.2446,many-shot,1,2,1,1.0
1445,LLAMA3.2_1B,0.1605,0.3129,0.1902,0.3525,few-shot,2,1,2,0.0
1446,LLAMA3.2_1B,0.2385,0.2191,0.1899,0.2662,few-shot,3,2,2,1.0
1447,LLAMA3.2_3B,0.3921,0.2104,0.1899,0.5108,zero-shot,3,1,,0.0
1448,LLAMA3.2_3B,0.2265,0.3221,0.1894,0.3741,many-shot,3,1,2,0.0
1449,LLAMA3.2_3B,0.3245,0.2516,0.1894,0.2086,zero-shot,2,2,,0.0
1450,PHI3.5_MINI,0.2611,0.2702,0.1893,0.2302,one-shot,2,1,1,1.0
1451,QWEN2,0.315,0.2278,0.1884,0.223,one-shot,2,1,1,1.0
1452,MISTRAL_NEMO,0.4109,0.2984,0.1881,0.2158,many-shot,1,1,1,0.5
1453,LLAMA3.2_1B,0.3228,0.3039,0.188,0.2878,few-shot,2,2,2,0.2
1454,MISTRAL_NEMO,0.2839,0.2948,0.187,0.2374,few-shot,1,1,2,1.0
1455,LLAMA3.2_3B,0.2358,0.2013,0.1867,0.4173,zero-shot,3,1,,1.0
1456,GEMMA2-2B,0.3046,0.2005,0.1863,0.5324,few-shot,2,2,1,0.0
1457,QWEN2,0.3138,0.2223,0.1858,0.2158,one-shot,2,1,1,0.2
1458,GEMMA2-2B,0.2425,0.192,0.1858,0.4892,few-shot,2,2,1,1.0
1459,PHI3.5_MINI,0.2618,0.2295,0.1857,0.259,many-shot,1,2,1,0.5
1460,MISTRAL_NEMO,0.3206,0.2412,0.1833,0.259,many-shot,2,1,1,1.0
1461,LLAMA3.2_1B,0.2783,0.2341,0.183,0.2158,few-shot,1,2,2,1.0
1462,PHI3_MEDIUM,0.2561,0.302,0.1825,0.259,many-shot,3,1,2,0.5
1463,LLAMA3,0.6176,0.1137,0.1824,0.1942,few-shot,1,2,1,0.0
1464,LLAMA3.2_1B,0.3246,0.2874,0.1824,0.2662,few-shot,2,2,2,0.0
1465,LLAMA3.2_3B,0.2331,0.2467,0.1822,0.2158,zero-shot,2,2,,1.0
1466,LLAMA3,0.4271,0.1271,0.1822,0.1367,one-shot,1,2,2,1.0
1467,LLAMA3,0.2917,0.1784,0.182,0.1583,one-shot,3,2,2,1.0
1468,LLAMA3.2_3B,0.2635,0.2623,0.1816,0.2518,many-shot,2,1,1,1.0
1469,QWEN2,0.301,0.2203,0.1816,0.2086,one-shot,2,1,1,0.5
1470,LLAMA3.2_1B,0.3341,0.2838,0.1812,0.2302,few-shot,1,2,2,0.0
1471,LLAMA3,0.4405,0.1182,0.1812,0.1007,few-shot,1,2,2,0.0
1472,PHI3.5_MINI,0.2998,0.2679,0.18,0.2086,one-shot,1,1,1,0.2
1473,LLAMA3.2_1B,0.2749,0.2563,0.1797,0.2518,few-shot,1,2,1,0.0
1474,MISTRAL_NEMO,0.4123,0.2141,0.1796,0.295,one-shot,1,1,1,0.5
1475,PHI3_MEDIUM,0.4414,0.1181,0.1785,0.2086,few-shot,2,2,1,1.0
1476,LLAMA3.2_3B,0.3762,0.2831,0.1784,0.223,many-shot,1,1,1,0.2
1477,PHI3.5_MINI,0.2446,0.2627,0.1781,0.2158,one-shot,2,1,1,0.5
1478,MISTRAL_NEMO,0.3584,0.292,0.1777,0.1511,many-shot,1,1,1,0.2
1479,GEMMA2-2B,0.3028,0.188,0.1777,0.4748,few-shot,1,2,1,1.0
1480,LLAMA3.2_3B,0.2593,0.1898,0.1777,0.1727,many-shot,2,2,1,1.0
1481,GEMMA2-2B,0.2607,0.2565,0.1771,0.1799,one-shot,3,1,1,0.5
1482,LLAMA3.2_3B,0.2483,0.2139,0.1767,0.2086,zero-shot,2,2,,0.5
1483,LLAMA3,0.4286,0.1145,0.1762,0.1007,few-shot,1,2,2,0.2
1484,PHI3.5_MINI,0.255,0.2607,0.1758,0.2086,one-shot,2,1,1,0.0
1485,LLAMA3.2_3B,0.2164,0.2915,0.1752,0.3597,many-shot,3,1,2,0.2
